ID,X,Y,Population,Elevation,Slope,Land_cover,River_flow,Road_dist
663,242915.9211,8128548.681,9.824421247,218.6689762,2.42854315,2,,1479.029265
664,243916.2236,8128548.681,19.77719016,233.6302841,4.49554788,2,,967.7570893
665,244916.5262,8128548.681,,262.0994995,2.225865357,2,,1298.764911
666,245916.8287,8128548.681,,248.7680846,2.788518517,2,,1431.241234
667,246917.1312,8128548.681,73.07879379,255.0143075,1.758233259,2,,438.9381573
668,247917.4337,8128548.681,151.0992418,258.8770685,1.337062584,2,,137.6927477
669,248917.7363,8128548.681,,256.186389,2.835819386,2,,774.6158072
670,249918.0388,8128548.681,,258.2336489,3.82853398,2,,1772.469449
671,250918.3413,8128548.681,,236.2051083,3.126935698,1,,1921.791442
672,251918.6438,8128548.681,18.26029273,229.6087751,0.758588723,1,,1799.613405
673,210906.2402,8129548.984,,249.0051759,3.871174725,2,,1533.592251
674,211906.5427,8129548.984,,293.5799268,2.661754138,2,,1697.284995
675,212906.8453,8129548.984,,259.2818182,1.910975895,2,,1834.314132
676,213907.1478,8129548.984,,282.3591637,2.782268901,2,,1979.896181
677,214907.4503,8129548.984,,289.8388544,2.387474353,2,,1622.255878
678,215907.7528,8129548.984,,336.0141172,1.434373177,2,,1292.526789
679,216908.0554,8129548.984,12.52777059,301.1875575,2.723223499,2,,1572.129119
680,217908.3579,8129548.984,16.90150928,293.5561777,2.038340649,2,,774.2576871
681,218908.6604,8129548.984,31.41310499,301.0672602,1.431739112,2,,816.6598919
682,219908.963,8129548.984,99.86540037,328.3078716,2.687106905,2,,397.1919525
683,220909.2655,8129548.984,195.795555,323.9110699,2.244931517,3,,36.54174747
684,221909.568,8129548.984,160.2604664,313.3058694,1.710256848,3,,100.3368808
685,222909.8705,8129548.984,59.97311161,283.4859821,2.128443727,3,,201.902834
686,223910.1731,8129548.984,24.99260772,283.069665,1.403844362,2,,119.7018115
687,224910.4756,8129548.984,15.17529071,262.9646321,1.631302626,2,,719.1054742
688,225910.7781,8129548.984,,262.2085627,2.319241644,2,,1038.061254
689,226911.0806,8129548.984,6.221862267,259.2106225,2.802202842,1,,1484.046071
690,227911.3832,8129548.984,,237.6443304,1.165646597,1,1.036451817,1666.570218
691,228911.6857,8129548.984,13.46237569,243.1926641,1.438203277,2,,908.4125014
692,229911.9882,8129548.984,25.59233667,242.3990785,3.225913039,2,,2.797662003
693,230912.2908,8129548.984,14.5194422,247.0421983,4.516326466,2,,925.9610962
694,231912.5933,8129548.984,7.673012241,261.9237094,1.39630243,2,,1896.41972
695,232912.8958,8129548.984,,291.0379652,2.599373099,2,,1979.663664
696,233913.1983,8129548.984,,283.8446401,1.245457577,2,,2216.403395
697,234913.5009,8129548.984,,267.4972517,2.967336465,1,,2475.923177
698,235913.8034,8129548.984,15.64811038,267.463025,2.227761218,1,,2844.069357
699,236914.1059,8129548.984,31.65176196,242.0472776,2.198303383,1,,3243.630353
700,237914.4085,8129548.984,,236.7675706,2.166944465,2,,2583.896725
701,238914.711,8129548.984,,233.5939593,1.023859414,2,,2065.690483
702,239915.0135,8129548.984,8.570531793,233.010153,1.917242757,2,,1594.259801
703,240915.316,8129548.984,,235.2106796,3.010563271,2,,1518.092892
704,241915.6186,8129548.984,,224.4969662,1.105317292,2,,1441.011929
705,242915.9211,8129548.984,9.892056119,220.4909194,1.06580232,2,,1075.639026
706,243916.2236,8129548.984,28.35407744,223.2567158,0.982064678,2,,131.5894688
707,244916.5262,8129548.984,34.28038389,238.4006407,2.207501678,2,,389.4987729
708,245916.8287,8129548.984,,247.1699727,1.547217321,2,,1045.378754
709,246917.1312,8129548.984,70.85232484,250.4604988,1.557473173,2,,577.1370888
710,247917.4337,8129548.984,186.5935461,266.4883673,1.257178349,2,,135.576231
711,248917.7363,8129548.984,,259.4741911,1.019361779,2,,847.8230814
712,249918.0388,8129548.984,,260.2835847,4.245705695,2,,839.124227
713,250918.3413,8129548.984,,257.9101259,2.444102714,1,,946.5636213
714,251918.6438,8129548.984,21.83730805,247.8811515,4.242634153,1,,805.2557599
715,252918.9464,8129548.984,40.57251218,258.6110562,3.42264792,2,,632.1657754
716,253919.2489,8129548.984,134.4252867,275.3414095,2.207866489,,,17.88433745
717,210906.2402,8130549.286,8.777752525,251.466832,0.809236654,2,,566.1729858
718,211906.5427,8130549.286,14.17958163,268.6098307,0.923833847,2,,838.7289204
719,212906.8453,8130549.286,,293.3702715,1.79653739,2,,840.8685114
720,213907.1478,8130549.286,,264.6002126,0.516163787,2,0.104257084,1024.542452
721,214907.4503,8130549.286,,279.4742523,3.39824971,2,,1019.425678
722,215907.7528,8130549.286,25.90831788,290.0613145,1.785514941,2,,292.2256844
723,216908.0554,8130549.286,,296.162755,1.924567696,2,,991.1394978
724,217908.3579,8130549.286,45.78504741,324.9634784,2.434197626,2,,341.9815903
725,218908.6604,8130549.286,80.96142447,314.2016324,1.845647449,2,,150.4047405
726,219908.963,8130549.286,118.2307649,335.1815038,1.515526174,3,,14.85990396
727,220909.2655,8130549.286,86.01951681,307.6637261,2.395152709,3,,343.182688
728,221909.568,8130549.286,105.6276296,290.1519363,0.838845176,3,,416.9310239
729,222909.8705,8130549.286,110.6435868,302.2400001,2.113703176,3,,35.55792172
730,223910.1731,8130549.286,59.79277081,280.6570776,2.956960703,2,,162.9585783
731,224910.4756,8130549.286,,256.7215626,2.206974143,2,,872.7860483
732,225910.7781,8130549.286,,255.0878762,1.144905371,3,,71.72113156
733,226911.0806,8130549.286,16.56968011,245.5883219,1.118969659,2,0.585223258,1059.776578
734,227911.3832,8130549.286,7.309817599,257.7892217,1.478757285,2,,829.3054601
735,228911.6857,8130549.286,22.11620005,263.1143978,3.196978717,2,,705.3081404
736,229911.9882,8130549.286,,241.887328,1.502247351,2,,129.4251097
737,230912.2908,8130549.286,27.19811503,274.9657244,7.350709993,2,,692.7127897
738,231912.5933,8130549.286,,273.9424603,3.9355635,2,,1069.858279
739,232912.8958,8130549.286,9.922334292,293.4563421,3.483092495,2,,979.3645049
740,233913.1983,8130549.286,,282.1182018,3.951793163,1,,1397.329818
741,234913.5009,8130549.286,,260.5675046,2.75884995,1,,1506.972531
742,235913.8034,8130549.286,,246.3114145,1.411441199,1,,2056.5751
743,236914.1059,8130549.286,,238.8672802,1.136512094,2,,2684.222067
744,237914.4085,8130549.286,,235.7053204,2.78961155,2,,1833.148255
745,238914.711,8130549.286,,270.0371412,4.395175751,2,,1188.587517
746,239915.0135,8130549.286,,245.835676,3.145225828,2,,710.6685085
747,240915.316,8130549.286,19.65840781,255.6240716,1.639663385,2,,639.6051526
748,241915.6186,8130549.286,9.598972549,226.0474165,1.072218599,2,,539.1726189
749,242915.9211,8130549.286,15.67659811,215.3284097,1.319908446,2,1.064648509,582.6337032
750,243916.2236,8130549.286,27.15051461,232.5120465,1.391016105,2,,262.0377901
751,244916.5262,8130549.286,36.6276492,252.6615475,2.229706871,2,,158.9505061
752,245916.8287,8130549.286,41.56262789,248.4141253,1.420142615,2,,334.8968153
753,246917.1312,8130549.286,82.08928327,289.1968554,0.264775273,2,,165.7084369
754,247917.4337,8130549.286,213.2982387,276.715559,1.075486647,2,,107.8954572
755,248917.7363,8130549.286,114.9197176,274.4095378,2.371399199,2,,55.76896921
756,249918.0388,8130549.286,44.11238749,257.6477709,2.443657466,2,,132.2214712
757,250918.3413,8130549.286,39.23405953,247.1943443,2.379519727,2,,44.73926217
758,251918.6438,8130549.286,53.14926815,247.4905527,1.966628977,2,,83.4144907
759,252918.9464,8130549.286,86.11529805,246.5903739,1.719084016,2,,59.22235508
760,253919.2489,8130549.286,203.8784991,280.2669331,1.080868249,3,,77.05474877
761,254919.5514,8130549.286,113.4128137,266.7360181,3.440446721,3,,644.0441791
762,210906.2402,8131549.589,16.99067887,252.7448947,0.878486497,2,4.48304987,414.2915014
763,211906.5427,8131549.589,25.43062521,277.59764,2.662219634,2,,228.0159293
764,212906.8453,8131549.589,23.50230617,271.0110789,0.991752259,2,,110.0410555
765,213907.1478,8131549.589,,283.6631223,3.215550424,2,,44.48725063
766,214907.4503,8131549.589,,275.3822862,2.042049255,2,,152.9174527
767,215907.7528,8131549.589,60.09505191,305.5834475,3.377988576,2,,112.4526142
768,216908.0554,8131549.589,76.85885188,313.9506379,1.156819443,2,,6.525986892
769,217908.3579,8131549.589,85.66038859,322.3334255,2.516505421,2,,108.7701402
770,218908.6604,8131549.589,80.25901301,332.5142941,0.899624349,2,,116.6704652
771,219908.963,8131549.589,53.01476934,309.0137232,3.646526077,3,,21.82486
772,220909.2655,8131549.589,,311.2529088,2.338151602,2,,563.1542422
773,221909.568,8131549.589,32.76723215,299.5374446,1.922288391,2,,567.032032
774,222909.8705,8131549.589,52.41982604,272.6521168,1.043703673,2,,604.6606773
775,223910.1731,8131549.589,65.89721766,266.4604372,1.108397849,3,,68.41626925
776,224910.4756,8131549.589,71.85601491,262.3886819,2.248097956,3,,249.8929391
777,225910.7781,8131549.589,108.8031883,269.7430384,2.8226012,3,,81.77566319
778,226911.0806,8131549.589,61.61051335,260.8950168,1.563807539,3,,139.5794581
779,227911.3832,8131549.589,36.15221901,272.2868074,3.210885558,3,,620.6362128
780,228911.6857,8131549.589,63.37856191,280.4500433,3.078082768,2,,203.4126617
781,229911.9882,8131549.589,86.03915779,264.727004,1.932442098,2,,125.3045815
782,230912.2908,8131549.589,65.70840523,244.8899555,2.74405641,2,,230.8225894
783,231912.5933,8131549.589,29.47197175,269.6532071,1.546746031,2,,137.7757588
784,232912.8958,8131549.589,35.90450628,277.7331249,2.143014436,2,,7.158003444
785,233913.1983,8131549.589,25.63986672,269.7023083,2.931177543,2,,479.3919856
786,234913.5009,8131549.589,16.76887357,266.6629519,2.238031748,2,,642.6096284
787,235913.8034,8131549.589,,255.0671209,2.405738092,2,,1539.961709
788,236914.1059,8131549.589,,245.9146989,2.272583218,2,,2361.542911
789,237914.4085,8131549.589,,258.2264089,1.810913372,2,,1430.228325
790,238914.711,8131549.589,23.41916081,261.713027,1.77132262,2,,449.6084696
791,239915.0135,8131549.589,40.67464838,237.3722941,2.041334802,2,,259.3774203
792,240915.316,8131549.589,55.62244034,235.2177511,1.699980371,2,,69.2299105
793,241915.6186,8131549.589,26.46576583,227.7055529,1.877662542,2,,413.2346816
794,242915.9211,8131549.589,35.32412823,226.5351751,0.924677452,2,,388.1100657
795,243916.2236,8131549.589,29.65403912,230.11996,0.585081924,2,0.182786793,462.7491438
796,244916.5262,8131549.589,,254.9525439,1.769405938,2,,813.4190541
797,245916.8287,8131549.589,32.86769187,284.3676855,3.615687029,2,,340.4712162
798,246917.1312,8131549.589,53.2552866,302.8989524,3.882397389,2,,58.48567999
799,247917.4337,8131549.589,181.3360302,286.8068754,1.786585648,2,,226.252263
800,248917.7363,8131549.589,,280.539832,3.190473713,2,,721.9677915
801,249918.0388,8131549.589,,265.7124993,4.810229993,2,,816.8154804
802,250918.3413,8131549.589,,255.8323765,2.079913874,2,,891.4752882
803,251918.6438,8131549.589,34.41839475,265.3081696,3.335786727,2,,429.6306908
804,252918.9464,8131549.589,84.81070478,266.8067954,1.773142816,2,,335.1502949
805,253919.2489,8131549.589,137.0891334,279.0962529,2.254376119,3,,114.8764337
806,254919.5514,8131549.589,61.02752165,264.3042785,0.997556462,3,,752.7935767
807,255919.854,8131549.589,17.30618693,244.4349425,2.563651931,3,,1638.290185
808,256920.1565,8131549.589,9.646224534,225.886318,1.597537045,3,,2597.966976
809,210906.2402,8132549.891,,264.8390345,1.762808177,2,,1095.340394
810,211906.5427,8132549.891,19.1360606,290.8454133,0.920280821,2,,706.2340542
811,212906.8453,8132549.891,14.01847751,303.8239523,1.583230106,2,,1047.068692
812,213907.1478,8132549.891,,309.543037,1.616939276,2,,940.9271889
813,214907.4503,8132549.891,,301.4845638,2.811237949,2,,767.6049904
814,215907.7528,8132549.891,,295.9556979,1.817798475,2,,586.6538949
815,216908.0554,8132549.891,41.06641712,325.7500715,11.75111813,2,,177.5190558
816,217908.3579,8132549.891,45.75056746,326.6761429,2.324352172,2,,300.0779976
817,218908.6604,8132549.891,,299.7054874,2.375622353,2,,631.6238358
818,219908.963,8132549.891,,285.6742708,0.696810866,2,,143.1220968
819,220909.2655,8132549.891,,282.1434738,2.338131771,2,,440.6946344
820,221909.568,8132549.891,,272.9955908,1.23988462,2,,1429.844081
821,222909.8705,8132549.891,29.24805189,274.4036079,0.950683151,2,,511.8564851
822,223910.1731,8132549.891,78.55082093,257.9177273,0.533955884,2,,312.7689755
823,224910.4756,8132549.891,75.19380232,280.2250718,1.739719699,2,,90.25107576
824,225910.7781,8132549.891,93.30347003,282.1225152,1.269253234,3,,201.7448403
825,226911.0806,8132549.891,114.941634,290.1580245,0.78638107,3,,43.9162953
826,227911.3832,8132549.891,80.27823726,291.3407754,2.860394359,3,,253.3241986
827,228911.6857,8132549.891,55.54588169,278.606458,2.67975326,2,,49.25615257
828,229911.9882,8132549.891,36.57590932,267.4413389,2.387075525,2,,633.185254
829,230912.2908,8132549.891,30.90842238,263.4107878,2.741249843,2,,752.1359059
830,231912.5933,8132549.891,42.77706729,273.1078032,2.1795567,2,,560.7059297
831,232912.8958,8132549.891,96.47523862,294.3958001,2.185710795,2,,66.82006118
832,233913.1983,8132549.891,59.43527215,291.7380617,1.705506921,2,,172.9425116
833,234913.5009,8132549.891,39.54470205,273.3410842,1.718043562,2,,281.4670958
834,235913.8034,8132549.891,,250.7498417,1.104945127,2,,994.1298936
835,236914.1059,8132549.891,11.17959012,263.0564938,1.668184396,2,,1404.034082
836,237914.4085,8132549.891,,268.0011899,3.055751914,2,,1652.841158
837,238914.711,8132549.891,,248.7043666,1.865917541,2,,904.4433594
838,239915.0135,8132549.891,24.22895892,246.0564842,1.776757727,2,,441.2397686
839,240915.316,8132549.891,43.6833804,229.0942997,3.477300361,2,,263.0986339
840,241915.6186,8132549.891,46.95729994,246.1951909,1.548749391,2,,11.08980766
841,242915.9211,8132549.891,43.23513001,243.2200456,1.658198013,2,,550.6957318
842,243916.2236,8132549.891,37.72506185,245.0478266,2.196625666,2,,1.307168581
843,244916.5262,8132549.891,,241.6572034,0.794876945,2,,992.3281599
844,245916.8287,8132549.891,,279.3984928,1.222369959,2,,840.0591716
845,246917.1312,8132549.891,57.41588467,275.9496758,1.331346128,2,,250.5263596
846,247917.4337,8132549.891,186.8913825,295.5096267,1.868307371,2,,75.24353768
847,248917.7363,8132549.891,105.7502926,295.0752174,3.722774562,2,,307.7636896
848,249918.0388,8132549.891,,273.6883635,2.664170189,2,,355.6352047
849,250918.3413,8132549.891,22.39796793,292.0719436,1.601038398,2,,1211.954078
850,251918.6438,8132549.891,24.44910619,261.3774624,1.357988407,2,,485.1919404
851,252918.9464,8132549.891,75.56710156,268.9140987,1.369538029,2,,240.3111947
852,253919.2489,8132549.891,54.37135235,266.8687739,3.960425692,2,,617.4429228
853,254919.5514,8132549.891,18.98039179,246.5808147,1.933698099,2,,1402.007358
854,255919.854,8132549.891,,245.7522223,3.752085907,3,,2102.056881
855,256920.1565,8132549.891,6.710836776,229.8128647,3.570650379,2,,2978.736633
856,210906.2402,8133550.194,,266.4367259,1.678066723,2,4.293752194,1892.390278
857,211906.5427,8133550.194,,291.1659211,2.484102847,2,,1697.096616
858,212906.8453,8133550.194,,307.3515526,2.438262577,2,,1981.432715
859,213907.1478,8133550.194,,321.3505012,0.945957938,2,,1920.397994
860,214907.4503,8133550.194,9.388741896,311.1126887,2.440714179,2,,1286.023428
861,215907.7528,8133550.194,11.85997159,309.8950969,1.667460241,2,,719.7490941
862,216908.0554,8133550.194,15.20205078,354.8593448,10.16991648,2,,150.8132057
863,217908.3579,8133550.194,18.84620583,335.9560829,4.569402983,2,,981.3981173
864,218908.6604,8133550.194,,300.7759504,1.927009155,2,,856.0740867
865,219908.963,8133550.194,,275.4916033,1.520874558,2,,132.5986903
866,220909.2655,8133550.194,,283.6118564,1.996967729,2,,1117.20852
867,221909.568,8133550.194,,273.676185,2.176401224,2,,1716.479025
868,222909.8705,8133550.194,,267.0058144,1.925504836,2,,901.8998549
869,223910.1731,8133550.194,61.015243,283.5866627,1.052979267,2,,222.8071838
870,224910.4756,8133550.194,32.37802971,294.4500135,2.425758673,2,,391.1614628
871,225910.7781,8133550.194,35.58334964,289.3928395,3.401354166,2,,232.8302749
872,226911.0806,8133550.194,35.42205662,293.1638905,1.765137909,3,,871.631214
873,227911.3832,8133550.194,25.15281293,264.7558222,1.148527313,2,,706.5743524
874,228911.6857,8133550.194,15.25640106,257.1256506,0.786942155,2,1.47991991,723.834539
875,229911.9882,8133550.194,8.158954808,260.9003019,2.959135275,2,,161.2541205
876,230912.2908,8133550.194,14.13191706,277.6537776,2.480496399,2,,962.5745984
877,231912.5933,8133550.194,43.12210029,287.8364449,1.703165424,2,,273.8030373
878,232912.8958,8133550.194,43.73766812,285.1226106,2.072143146,2,,224.9378013
879,233913.1983,8133550.194,48.10652794,277.6404425,2.570673851,2,,305.0359336
880,234913.5009,8133550.194,77.72426165,258.9726678,0.82113931,2,,78.7849853
881,235913.8034,8133550.194,43.19648347,256.5688843,0.771887403,2,,333.3118269
882,236914.1059,8133550.194,19.82705041,265.3382746,1.964658577,2,,464.9283059
883,237914.4085,8133550.194,12.52966211,255.1539252,1.387590633,2,,830.2817373
884,238914.711,8133550.194,,238.5660995,0.785645123,2,,1102.717249
885,239915.0135,8133550.194,23.1815776,241.9379586,2.540013055,2,,466.4763924
886,240915.316,8133550.194,,243.6027776,3.294371481,2,,508.7729285
887,241915.6186,8133550.194,126.7350875,254.561838,0.823917414,2,,385.7837909
888,242915.9211,8133550.194,128.7875002,249.572618,1.552388602,2,,452.3466767
889,243916.2236,8133550.194,82.43706513,264.7088393,3.193926974,2,,255.7179346
890,244916.5262,8133550.194,33.52303904,260.0650758,4.770526583,2,,744.2972151
891,245916.8287,8133550.194,,252.5056991,2.04186285,2,,1459.003455
892,246917.1312,8133550.194,,284.3596349,3.532210499,2,,1198.283567
893,247917.4337,8133550.194,96.75479581,297.288311,2.653458153,2,,591.6218814
894,248917.7363,8133550.194,140.4188888,308.2119676,1.187272629,2,,102.9867244
895,249918.0388,8133550.194,,283.4888011,4.134772042,2,,584.3423193
896,250918.3413,8133550.194,25.49554805,287.616083,4.145378815,2,,1162.963305
897,251918.6438,8133550.194,53.54719494,270.0858675,3.815371933,2,,223.3234846
898,252918.9464,8133550.194,92.68071157,281.7294479,1.122736397,2,,49.30542124
899,253919.2489,8133550.194,,272.579567,3.481706733,2,,845.9544507
900,254919.5514,8133550.194,,263.5708824,1.714004412,2,,1834.372105
901,210906.2402,8134550.497,,292.6937152,3.897881444,2,,2822.00667
902,211906.5427,8134550.497,,304.2301202,2.227550681,2,,2694.942969
903,212906.8453,8134550.497,,306.5979856,1.973913175,2,,2523.426374
904,213907.1478,8134550.497,,319.5476235,1.453842685,2,,1527.219097
905,214907.4503,8134550.497,,332.1000219,2.465208871,2,,546.1922462
906,215907.7528,8134550.497,17.21663454,326.5583916,2.669036251,2,,256.6984694
907,216908.0554,8134550.497,9.410591149,326.3929556,3.910121926,2,,310.6898557
908,217908.3579,8134550.497,,321.3166601,1.404221905,2,,1309.334057
909,218908.6604,8134550.497,9.099879864,298.7639755,2.180898561,2,,1086.460785
910,219908.963,8134550.497,6.355881418,284.4209733,1.714229602,2,,151.7831902
911,220909.2655,8134550.497,,302.629196,1.531481149,2,,838.564215
912,221909.568,8134550.497,,288.2062493,0.799279573,2,,1785.994239
913,222909.8705,8134550.497,14.86177125,289.7192887,1.200514872,2,,1565.995673
914,223910.1731,8134550.497,,282.8226317,0.989802726,2,,1222.288939
915,224910.4756,8134550.497,11.82802682,311.9624275,6.090043937,2,,693.3285272
916,225910.7781,8134550.497,9.317106927,312.7181476,3.643395091,2,,533.2304798
917,226911.0806,8134550.497,8.208104458,292.5311967,3.275439431,2,,1382.895442
918,227911.3832,8134550.497,,269.8643058,2.421989758,2,,1704.676997
919,228911.6857,8134550.497,,294.5616223,2.738902502,2,,1454.271851
920,229911.9882,8134550.497,,277.5918783,2.941924892,2,,1160.654068
921,230912.2908,8134550.497,12.87645624,273.4152188,4.446382862,2,,1382.330448
922,231912.5933,8134550.497,31.85981246,289.8141694,2.402266122,2,,390.7851382
923,232912.8958,8134550.497,16.13018659,283.6252834,1.959961398,2,,308.8608856
924,233913.1983,8134550.497,17.94046736,283.2733547,1.679428908,2,,173.3543108
925,234913.5009,8134550.497,31.60322006,285.2406417,1.623394084,2,,365.2626026
926,235913.8034,8134550.497,24.31629777,275.5623567,2.748529959,2,,240.9646805
927,236914.1059,8134550.497,39.53145493,268.7033927,3.034595586,2,,322.0423435
928,237914.4085,8134550.497,28.65043291,243.8945653,2.31434097,2,,39.45261925
929,238914.711,8134550.497,31.78929113,259.5054226,1.948437755,2,,149.016875
930,239915.0135,8134550.497,40.83172837,264.3293646,1.120027386,2,,0.350089857
931,240915.316,8134550.497,67.74796465,251.3511989,3.154942543,2,,443.0152165
932,241915.6186,8134550.497,118.0472776,257.981599,2.609912794,2,,302.8737095
933,242915.9211,8134550.497,219.1950291,293.7707469,1.868495264,2,,15.48766835
934,243916.2236,8134550.497,190.6289235,276.4455517,2.249306131,2,,30.35656647
935,244916.5262,8134550.497,,267.5047638,2.01394127,2,,806.3558893
936,245916.8287,8134550.497,36.71308592,287.5842254,1.114295933,2,,1711.747314
937,246917.1312,8134550.497,,274.3863987,2.735637204,2,,1838.636699
938,247917.4337,8134550.497,108.560021,291.4074994,3.000346718,2,,967.1145411
939,248917.7363,8134550.497,265.62016,306.8396567,2.026386331,2,,101.9151502
940,249918.0388,8134550.497,150.2270404,284.9591845,1.128840136,2,,831.034565
941,250918.3413,8134550.497,112.5448527,302.3780888,2.526227879,2,,676.398115
942,251918.6438,8134550.497,132.6853223,293.6786891,1.488322344,2,,215.4595696
943,252918.9464,8134550.497,96.04808894,289.4263298,0.871853682,2,,327.9108891
944,253919.2489,8134550.497,37.56746011,293.4090211,2.647071757,2,,1066.389694
945,209905.9377,8135550.799,6.928295848,284.169857,1.545007826,2,,3859.348389
946,210906.2402,8135550.799,10.45207501,300.3042828,2.491321514,2,,3322.393698
947,211906.5427,8135550.799,,311.2953239,1.463885563,2,,3009.93218
948,212906.8453,8135550.799,5.361957009,335.8544431,2.982063974,2,,2648.275037
949,213907.1478,8135550.799,,354.1705847,2.659437089,2,,1725.710919
950,214907.4503,8135550.799,,354.999838,2.469892431,2,,971.5997001
951,215907.7528,8135550.799,9.25937355,437.4771111,17.05301891,2,,452.1688258
952,216908.0554,8135550.799,5.544986818,328.7203995,3.189651833,2,,417.6931065
953,217908.3579,8135550.799,,308.3943789,1.480507491,2,,1416.801486
954,218908.6604,8135550.799,,288.075818,0.842192426,2,,1338.783254
955,219908.963,8135550.799,,308.1526415,3.711578103,2,,424.7345867
956,220909.2655,8135550.799,,328.3237982,5.487845187,2,,551.0512379
957,221909.568,8135550.799,10.37053681,329.6108328,3.87875231,2,,1548.710501
958,222909.8705,8135550.799,,318.718976,3.855007026,2,,2428.559234
959,223910.1731,8135550.799,11.33174361,310.8426102,6.885469552,2,,2092.789874
960,224910.4756,8135550.799,6.808256256,326.881707,4.836766864,2,,1477.223564
961,225910.7781,8135550.799,,323.4047413,4.114019098,2,,1409.191171
962,226911.0806,8135550.799,5.814368867,278.7173929,3.088811602,2,,1946.961825
963,227911.3832,8135550.799,,274.525302,2.538714758,2,,2704.405722
964,228911.6857,8135550.799,10.7267531,294.6736901,4.069503072,2,,2353.40968
965,229911.9882,8135550.799,,294.0897179,3.181864503,2,,2160.889431
966,230912.2908,8135550.799,,280.6519106,1.30981633,2,,1389.369976
967,231912.5933,8135550.799,21.72630726,288.6851439,1.641485003,2,,479.1151351
968,232912.8958,8135550.799,21.36115766,290.0884286,1.48990828,2,,243.297788
969,233913.1983,8135550.799,23.97482615,305.3651171,2.1591178,2,,137.3649208
970,234913.5009,8135550.799,15.80891016,283.0324748,2.257130876,2,,347.9271868
971,235913.8034,8135550.799,14.54528696,274.082797,1.98567454,2,,426.0582286
972,236914.1059,8135550.799,,260.3743304,1.553427782,2,,1109.123709
973,237914.4085,8135550.799,,243.170801,1.697846949,2,0.987957954,729.1835857
974,238914.711,8135550.799,26.09657212,271.368781,2.517325721,2,,581.9145068
975,239915.0135,8135550.799,44.24477315,283.7614829,0.766323791,2,,91.2203563
976,240915.316,8135550.799,80.86845892,259.8513178,1.770281729,2,,273.4876159
977,241915.6186,8135550.799,84.28724014,249.9692301,0.858699523,2,0.072479755,412.8391513
978,242915.9211,8135550.799,113.0638288,267.144455,0.641144634,2,,107.9229161
979,243916.2236,8135550.799,180.3860621,288.7676866,2.302216187,2,,60.90288866
980,244916.5262,8135550.799,,301.4566181,1.499819189,2,,551.4177777
981,245916.8287,8135550.799,,286.0926035,3.059246604,2,,820.4256906
982,246917.1312,8135550.799,,282.5363047,2.559718307,2,,1291.006755
983,247917.4337,8135550.799,,301.3128265,3.187302755,2,,805.569779
984,248917.7363,8135550.799,523.0030201,318.8654924,2.070661582,2,,4.458320664
985,249918.0388,8135550.799,431.8865987,303.0035514,0.456455286,2,,27.17234116
986,250918.3413,8135550.799,395.845084,299.2554335,1.169086071,2,,14.46679078
987,251918.6438,8135550.799,145.1695727,270.3223054,1.316736567,3,,607.125856
988,252918.9464,8135550.799,45.21944237,279.6157383,0.680163209,3,,790.7408619
989,209905.9377,8136551.101,7.231552155,315.6841798,5.048227514,2,,3144.782921
990,210906.2402,8136551.101,,341.7775356,3.280909694,2,,2456.992884
991,211906.5427,8136551.101,,352.5568151,5.036803347,2,,2032.084531
992,212906.8453,8136551.101,12.2002255,350.0846893,3.175422291,2,,2017.510376
993,213907.1478,8136551.101,,343.273699,1.124319428,2,,2362.890704
994,214907.4503,8136551.101,,367.3769702,2.10202344,2,,1801.601007
995,215907.7528,8136551.101,,368.791552,5.337248137,2,,1120.870267
996,216908.0554,8136551.101,,333.9023007,3.687435989,2,,1060.65513
997,217908.3579,8136551.101,,306.056281,2.21746812,2,,1726.761731
998,218908.6604,8136551.101,,306.3069587,2.710000315,2,,1727.435997
999,219908.963,8136551.101,5.284137254,333.2553639,2.882280442,2,,1037.526522
1000,220909.2655,8136551.101,,347.1567577,4.685673126,2,,1081.710561
1001,221909.568,8136551.101,,349.8074483,4.574858875,2,,1806.915739
1002,222909.8705,8136551.101,6.493389485,348.7793979,7.767795029,2,,2713.116571
1003,223910.1731,8136551.101,8.271526879,341.1834243,1.844224485,2,,2842.967598
1004,224910.4756,8136551.101,6.111186661,351.7053458,6.203056337,2,,2425.878143
1005,225910.7781,8136551.101,,294.9103043,1.7240676,2,,2385.060809
1006,226911.0806,8136551.101,,296.6775435,4.255984877,2,,2737.399433
1007,227911.3832,8136551.101,,283.6715478,3.086609872,2,,3361.45899
1008,228911.6857,8136551.101,,287.9739266,2.954088243,2,,3310.506387
1009,229911.9882,8136551.101,,317.7583231,1.53750389,2,,2703.38545
1010,230912.2908,8136551.101,,294.9531941,3.087235621,2,,1879.364413
1011,231912.5933,8136551.101,,286.9204722,0.819829913,2,,1035.15821
1012,232912.8958,8136551.101,34.02047745,306.1016673,2.490495265,2,,251.2615966
1013,233913.1983,8136551.101,42.68698887,308.6802776,2.627133164,2,,55.92770028
1014,234913.5009,8136551.101,43.910554,287.0174351,1.18834117,2,,249.8026542
1015,235913.8034,8136551.101,23.43855673,272.3578884,1.882417978,2,,1045.212992
1016,236914.1059,8136551.101,,292.1446971,4.04984671,2,,1793.973262
1017,237914.4085,8136551.101,18.69378183,260.679701,1.906835165,2,,1347.433944
1018,238914.711,8136551.101,,251.4215247,3.802732772,2,,404.2741405
1019,239915.0135,8136551.101,35.01406774,271.8450647,1.905771219,2,,273.2736318
